Date,Open,High,Low,Close,Adj Close,Volume
2019-03-07,16079.0,16085.40039,15981.79981,16056.5,16056.5,271719200
2019-03-08,15958.09961,16000.79981,15891.90039,15996.2002,15996.2002,255412900
2019-03-09,15958.09961,16000.79981,15891.90039,15996.2002,15996.2002,255412900
2019-03-10,15958.09961,16000.79981,15891.90039,15996.2002,15996.2002,255412900
2019-03-11,16028.09961,16131.90039,16028.09961,16106.2002,16106.2002,250342300
2019-03-12,16142.59961,16149.0,16099.59961,16136.7002,16136.7002,229111500
2019-03-13,16193.09961,16212.59961,16143.5,16150.0,16150.0,271091300
2019-03-14,16139.40039,16144.5,16083.09961,16087.59961,16087.59961,196598800
2019-03-15,16156.7002,16174.5,16123.79981,16140.40039,16140.40039,635539200
2019-03-16,16156.7002,16174.5,16123.79981,16140.40039,16140.40039,635539200
2019-03-17,16156.7002,16174.5,16123.79981,16140.40039,16140.40039,635539200
2019-03-18,16149.09961,16251.40039,16148.29981,16251.40039,16251.40039,231369100
2019-03-19,16275.29981,16275.29981,16188.09961,16188.09961,16188.09961,250958500
2019-03-20,16168.2002,16214.7002,16118.0,16167.59961,16167.59961,261723000
2019-03-21,16148.79981,16266.5,16146.40039,16244.59961,16244.59961,254945500
2019-03-22,16172.90039,16185.40039,16043.90039,16089.29981,16089.29981,325520900
2019-03-23,16172.90039,16185.40039,16043.90039,16089.29981,16089.29981,325520900
2019-03-24,16172.90039,16185.40039,16043.90039,16089.29981,16089.29981,325520900
2019-03-25,16066.29981,16113.2002,16021.0,16065.90039,16065.90039,234398100
2019-03-26,16138.90039,16192.2002,16116.7002,16155.2002,16155.2002,242530400
2019-03-27,16147.40039,16187.40039,16079.09961,16132.5,16132.5,244631900
2019-03-28,16094.09961,16173.2002,16094.09961,16155.5,16155.5,223248900
2019-03-29,16200.29981,16212.7002,16081.09961,16102.09961,16102.09961,227955800
2019-03-30,16200.29981,16212.7002,16081.09961,16102.09961,16102.09961,227955800
2019-03-31,16200.29981,16212.7002,16081.09961,16102.09961,16102.09961,227955800
2019-04-01,16187.90039,16228.09961,16153.59961,16228.09961,16228.09961,233225700
2019-04-02,16240.40039,16263.90039,16194.90039,16263.90039,16263.90039,178277900
2019-04-03,16296.0,16338.0,16244.5,16279.90039,16279.90039,224154600
2019-04-04,16290.0,16311.59961,16249.90039,16311.59961,16311.59961,189917700
2019-04-05,16337.90039,16396.19922,16330.2002,16396.19922,16396.19922,170618000
2019-04-06,16337.90039,16396.19922,16330.2002,16396.19922,16396.19922,170618000
2019-04-07,16337.90039,16396.19922,16330.2002,16396.19922,16396.19922,170618000
2019-04-08,16373.09961,16407.30078,16326.7002,16407.30078,16407.30078,207573900
2019-04-09,16340.59961,16345.90039,16294.29981,16336.5,16336.5,175136900
2019-04-10,16369.0,16409.80078,16368.0,16396.30078,16396.30078,213547500
2019-04-11,16412.80078,16471.80078,16399.5,16399.5,16399.5,230076600
2019-04-12,16473.90039,16487.09961,16437.30078,16480.5,16480.5,195851400
2019-04-13,16473.90039,16487.09961,16437.30078,16480.5,16480.5,195851400
2019-04-14,16473.90039,16487.09961,16437.30078,16480.5,16480.5,195851400
2019-04-15,16459.90039,16532.69922,16443.30078,16515.5,16515.5,194884000
2019-04-16,16537.69922,16553.40039,16498.59961,16502.19922,16502.19922,202476900
2019-04-17,16535.90039,16553.40039,16495.69922,16544.19922,16544.19922,333377300
2019-04-18,16558.5,16615.09961,16557.5,16612.80078,16612.80078,195729700
2019-04-19,16558.5,16615.09961,16557.5,16612.80078,16612.80078,195729700
2019-04-20,16558.5,16615.09961,16557.5,16612.80078,16612.80078,195729700
2019-04-21,16558.5,16615.09961,16557.5,16612.80078,16612.80078,195729700
2019-04-22,16607.19922,16616.30078,16552.80078,16577.30078,16577.30078,169942700
2019-04-23,16591.59961,16672.69922,16581.09961,16669.40039,16669.40039,221708500
2019-04-24,16642.09961,16666.0,16572.09961,16586.5,16586.5,212959200
2019-04-25,16567.19922,16593.19922,16527.90039,16576.09961,16576.09961,278775000
2019-04-26,16554.30078,16615.19922,16515.5,16613.5,16613.5,282659400
2019-04-27,16554.30078,16615.19922,16515.5,16613.5,16613.5,282659400
2019-04-28,16554.30078,16615.19922,16515.5,16613.5,16613.5,282659400
2019-04-29,16612.09961,16642.09961,16589.80078,16600.40039,16600.40039,180944800
2019-04-30,16582.69922,16618.80078,16544.59961,16580.69922,16580.69922,207324200
2019-05-01,16580.59961,16604.90039,16493.80078,16502.80078,16502.80078,220860600
2019-05-02,16485.0,16492.90039,16402.19922,16410.90039,16410.90039,255495300
2019-05-03,16467.69922,16496.59961,16430.0,16494.40039,16494.40039,202157100
2019-05-04,16467.69922,16496.59961,16430.0,16494.40039,16494.40039,202157100
2019-05-05,16467.69922,16496.59961,16430.0,16494.40039,16494.40039,202157100
2019-05-06,16332.79981,16493.5,16327.09961,16493.5,16493.5,197204000
2019-05-07,16378.0,16408.5,16317.90039,16357.79981,16357.79981,248842000
2019-05-08,16349.09961,16451.40039,16347.2002,16397.40039,16397.40039,213596600
2019-05-09,16342.09961,16379.0,16258.90039,16321.79981,16321.79981,224368300
2019-05-10,16278.29981,16351.7002,16139.0,16297.59961,16297.59961,233580500
2019-05-11,16278.29981,16351.7002,16139.0,16297.59961,16297.59961,233580500
2019-05-12,16278.29981,16351.7002,16139.0,16297.59961,16297.59961,233580500
2019-05-13,16158.2002,16199.90039,16111.29981,16193.40039,16193.40039,232643800
2019-05-14,16227.40039,16320.90039,16206.2002,16284.5,16284.5,205376300
2019-05-15,16237.79981,16341.29981,16229.7002,16318.09961,16318.09961,203556400
2019-05-16,16361.09961,16461.90039,16349.7002,16443.90039,16443.90039,207250700
2019-05-17,16383.5,16456.09961,16376.79981,16401.80078,16401.80078,182489100
2019-05-18,16383.5,16456.09961,16376.79981,16401.80078,16401.80078,182489100
2019-05-19,16383.5,16456.09961,16376.79981,16401.80078,16401.80078,182489100
2019-05-20,16383.5,16456.09961,16376.79981,16401.80078,16401.80078,182489100
2019-05-21,16383.29981,16426.5,16354.29981,16426.5,16426.5,218951700
2019-05-22,16345.79981,16355.09961,16308.79981,16327.40039,16327.40039,197464300
2019-05-23,16228.5,16228.5,16105.5,16164.59961,16164.59961,243742200
2019-05-24,16221.7002,16251.5,16181.59961,16230.0,16230.0,192188500
2019-05-25,16221.7002,16251.5,16181.59961,16230.0,16230.0,192188500
2019-05-26,16221.7002,16251.5,16181.59961,16230.0,16230.0,192188500
2019-05-27,16241.40039,16346.7002,16238.29981,16346.7002,16346.7002,73315600
2019-05-28,16326.90039,16355.5,16266.29981,16297.5,16297.5,396196700
2019-05-29,16196.0,16215.29981,16105.0,16131.5,16131.5,206795300
2019-05-30,16144.90039,16151.59961,16062.5,16089.2002,16089.2002,171203300
2019-05-31,15997.7002,16047.40039,15963.29981,16037.5,16037.5,224730200
2019-06-01,15997.7002,16047.40039,15963.29981,16037.5,16037.5,224730200
2019-06-02,15997.7002,16047.40039,15963.29981,16037.5,16037.5,224730200
2019-06-03,16053.5,16105.90039,15960.90039,16015.90039,16015.90039,223718800
2019-06-04,16075.59961,16166.2002,16027.29981,16166.2002,16166.2002,211115800
2019-06-05,16219.5,16224.79981,16128.59961,16212.7002,16212.7002,230596500
2019-06-06,16237.40039,16241.59961,16175.09961,16227.79981,16227.79981,164790400
2019-06-07,16237.29981,16277.40039,16220.7002,16231.0,16231.0,171066300
2019-06-08,16237.29981,16277.40039,16220.7002,16231.0,16231.0,171066300
2019-06-09,16237.29981,16277.40039,16220.7002,16231.0,16231.0,171066300
2019-06-10,16234.40039,16262.2002,16201.59961,16216.29981,16216.29981,172571600
2019-06-11,16290.09961,16302.0,16228.2002,16248.79981,16248.79981,178845100
2019-06-12,16201.7002,16253.29981,16199.90039,16227.2002,16227.2002,190864300
2019-06-13,16261.09961,16267.09961,16213.29981,16239.29981,16239.29981,184289900
2019-06-14,16228.09961,16325.40039,16190.90039,16301.90039,16301.90039,170254100
2019-06-15,16228.09961,16325.40039,16190.90039,16301.90039,16301.90039,170254100
2019-06-16,16228.09961,16325.40039,16190.90039,16301.90039,16301.90039,170254100
2019-06-17,16301.7002,16360.09961,16286.5,16353.5,16353.5,185238200
2019-06-18,16451.5,16527.30078,16448.80078,16503.40039,16503.40039,218953000
2019-06-19,16515.40039,16529.59961,16492.30078,16511.80078,16511.80078,190088100
2019-06-20,16585.90039,16603.90039,16548.40039,16574.80078,16574.80078,235060200
2019-06-21,16558.90039,16558.90039,16508.40039,16525.40039,16525.40039,493939000
2019-06-22,16558.90039,16558.90039,16508.40039,16525.40039,16525.40039,493939000
2019-06-23,16558.90039,16558.90039,16508.40039,16525.40039,16525.40039,493939000
2019-06-24,16527.09961,16547.80078,16506.80078,16523.5,16523.5,198177100
2019-06-25,16504.59961,16514.80078,16371.29981,16371.29981,16371.29981,207158600
2019-06-26,16393.90039,16393.90039,16302.40039,16312.2002,16312.2002,211051800
2019-06-27,16306.7002,16319.59961,16268.2002,16307.7002,16307.7002,177472300
2019-06-28,16328.7002,16382.2002,16302.59961,16382.2002,16382.2002,207980500
2019-06-29,16328.7002,16382.2002,16302.59961,16382.2002,16382.2002,207980500
2019-06-30,16328.7002,16382.2002,16302.59961,16382.2002,16382.2002,207980500
2019-07-01,16328.7002,16382.2002,16302.59961,16382.2002,16382.2002,207980500
2019-07-02,16463.59961,16472.59961,16381.7002,16471.30078,16471.30078,178238300
2019-07-03,16486.69922,16580.59961,16480.40039,16576.19922,16576.19922,143993900
2019-07-04,16570.30078,16598.30078,16557.90039,16588.90039,16588.90039,56637400
2019-07-05,16529.40039,16547.0,16469.90039,16542.0,16542.0,133774100
2019-07-06,16529.40039,16547.0,16469.90039,16542.0,16542.0,133774100
2019-07-07,16529.40039,16547.0,16469.90039,16542.0,16542.0,133774100
2019-07-08,16473.30078,16495.30078,16458.5,16463.0,16463.0,172378100
2019-07-09,16436.69922,16545.19922,16421.69922,16545.19922,16545.19922,159727900
2019-07-10,16582.0,16641.80078,16527.09961,16563.30078,16563.30078,188751200
2019-07-11,16563.90039,16568.09961,16525.09961,16527.90039,16527.90039,190584700
2019-07-12,16526.0,16528.40039,16476.40039,16488.09961,16488.09961,160587500
2019-07-13,16526.0,16528.40039,16476.40039,16488.09961,16488.09961,160587500
2019-07-14,16526.0,16528.40039,16476.40039,16488.09961,16488.09961,160587500
2019-07-15,16505.59961,16524.5,16474.90039,16510.80078,16510.80078,147789200
2019-07-16,16487.0,16522.0,16467.09961,16502.40039,16502.40039,178472900
2019-07-17,16509.09961,16534.90039,16469.0,16484.19922,16484.19922,165612900
2019-07-18,16464.90039,16514.5,16445.09961,16494.19922,16494.19922,203717800
2019-07-19,16536.90039,16573.69922,16485.5,16485.90039,16485.90039,164302800
2019-07-20,16536.90039,16573.69922,16485.5,16485.90039,16485.90039,164302800
2019-07-21,16536.90039,16573.69922,16485.5,16485.90039,16485.90039,164302800
2019-07-22,16504.90039,16530.30078,16500.90039,16518.90039,16518.90039,138546100
2019-07-23,16582.5,16590.0,16530.19922,16572.69922,16572.69922,148830300
2019-07-24,16536.09961,16623.90039,16530.90039,16611.80078,16611.80078,171778800
2019-07-25,16613.09961,16613.09961,16458.40039,16488.19922,16488.19922,209506500
2019-07-26,16532.80078,16556.5,16521.90039,16531.0,16531.0,167192900
2019-07-27,16532.80078,16556.5,16521.90039,16531.0,16531.0,167192900
2019-07-28,16532.80078,16556.5,16521.90039,16531.0,16531.0,167192900
2019-07-29,16549.40039,16549.40039,16476.30078,16492.19922,16492.19922,184840900
2019-07-30,16433.5,16473.90039,16418.5,16466.09961,16466.09961,181417800
2019-07-31,16447.30078,16470.5,16282.09961,16406.59961,16406.59961,265480700
2019-08-01,16389.19922,16505.90039,16362.2002,16377.0,16377.0,304393300
2019-08-02,16368.59961,16389.5,16206.40039,16271.7002,16271.7002,240108500
2019-08-03,16368.59961,16389.5,16206.40039,16271.7002,16271.7002,240108500
2019-08-04,16368.59961,16389.5,16206.40039,16271.7002,16271.7002,240108500
2019-08-05,16368.59961,16389.5,16206.40039,16271.7002,16271.7002,240108500
2019-08-06,16111.0,16188.2002,15994.29981,16149.5,16149.5,317366800
2019-08-07,16092.7002,16285.90039,16064.29981,16265.2002,16265.2002,279764100
2019-08-08,16304.7002,16420.69922,16292.59961,16404.5,16404.5,230997900
2019-08-09,16372.0,16423.19922,16305.59961,16341.29981,16341.29981,210694000
2019-08-10,16372.0,16423.19922,16305.59961,16341.29981,16341.29981,210694000
2019-08-11,16372.0,16423.19922,16305.59961,16341.29981,16341.29981,210694000
2019-08-12,16325.59961,16334.29981,16209.40039,16237.79981,16237.79981,193944600
2019-08-13,16235.29981,16375.0,16232.7002,16350.79981,16350.79981,227506600
2019-08-14,16212.5,16260.2002,16022.5,16045.90039,16045.90039,235438100
2019-08-15,16026.7002,16066.59961,15964.40039,16012.5,16012.5,202386000
2019-08-16,16064.40039,16162.40039,16053.5,16149.79981,16149.79981,0
2019-08-17,16064.40039,16162.40039,16053.5,16149.79981,16149.79981,0
2019-08-18,16064.40039,16162.40039,16053.5,16149.79981,16149.79981,0
2019-08-19,16218.29981,16321.29981,16206.59961,16304.09961,16304.09961,0
2019-08-20,16281.40039,16281.40039,16198.90039,16213.29981,16213.29981,165281200
2019-08-21,16247.5,16309.2002,16240.29981,16309.2002,16309.2002,179093700
2019-08-22,16314.0,16335.09961,16238.40039,16253.5,16253.5,145756500
2019-08-23,16214.79981,16301.59961,16003.09961,16037.59961,16037.59961,227392200
2019-08-24,16214.79981,16301.59961,16003.09961,16037.59961,16037.59961,227392200
2019-08-25,16214.79981,16301.59961,16003.09961,16037.59961,16037.59961,227392200
2019-08-26,16133.59961,16167.5,16069.90039,16098.79981,16098.79981,167942900
2019-08-27,16138.5,16193.29981,16125.2002,16183.59961,16183.59961,232156300
2019-08-28,16178.7002,16294.09961,16166.29981,16271.7002,16271.7002,182417600
2019-08-29,16360.29981,16407.30078,16342.7002,16384.5,16384.5,183112200
2019-08-30,16431.80078,16456.5,16377.7002,16442.09961,16442.09961,178987200
2019-08-31,16431.80078,16456.5,16377.7002,16442.09961,16442.09961,178987200
2019-09-01,16431.80078,16456.5,16377.7002,16442.09961,16442.09961,178987200
2019-09-02,16431.80078,16456.5,16377.7002,16442.09961,16442.09961,178987200
2019-09-03,16382.5,16434.19922,16328.40039,16399.19922,16399.19922,223316900
2019-09-04,16487.0,16550.0,16435.30078,16448.80078,16448.80078,201346000
2019-09-05,16498.5,16604.40039,16492.19922,16574.80078,16574.80078,236406500
2019-09-06,16546.19922,16577.69922,16519.90039,16535.30078,16535.30078,185443700
2019-09-07,16546.19922,16577.69922,16519.90039,16535.30078,16535.30078,185443700
2019-09-08,16546.19922,16577.69922,16519.90039,16535.30078,16535.30078,185443700
2019-09-09,16565.19922,16566.69922,16463.30078,16495.09961,16495.09961,216894100
2019-09-10,16467.30078,16537.30078,16459.40039,16537.30078,16537.30078,238455800
2019-09-11,16565.19922,16623.0,16548.90039,16611.09961,16611.09961,218707000
2019-09-12,16624.09961,16696.40039,16592.40039,16643.30078,16643.30078,267934400
2019-09-13,16679.80078,16756.09961,16679.80078,16682.40039,16682.40039,221919900
2019-09-14,16679.80078,16756.09961,16679.80078,16682.40039,16682.40039,221919900
2019-09-15,16679.80078,16756.09961,16679.80078,16682.40039,16682.40039,221919900
2019-09-16,16706.30078,16767.19922,16698.30078,16751.30078,16751.30078,307592600
2019-09-17,16738.30078,16855.5,16727.19922,16834.80078,16834.80078,247102000
2019-09-18,16824.5,16851.5,16731.09961,16800.30078,16800.30078,232114900
2019-09-19,16829.59961,16913.5,16829.59961,16858.40039,16858.40039,209325900
2019-09-20,16896.80078,16947.19922,16864.19922,16899.69922,16899.69922,501130200
2019-09-21,16896.80078,16947.19922,16864.19922,16899.69922,16899.69922,501130200
2019-09-22,16896.80078,16947.19922,16864.19922,16899.69922,16899.69922,501130200
2019-09-23,16870.09961,16892.5,16846.40039,16867.19922,16867.19922,168552700
2019-09-24,16877.40039,16917.59961,16772.40039,16798.30078,16798.30078,207308500
2019-09-25,16771.0,16800.90039,16725.80078,16784.30078,16784.30078,197464000
2019-09-26,16788.09961,16800.69922,16749.90039,16790.40039,16790.40039,204562400
2019-09-27,16769.40039,16769.40039,16656.40039,16694.30078,16694.30078,196461700
2019-09-28,16769.40039,16769.40039,16656.40039,16694.30078,16694.30078,196461700
2019-09-29,16769.40039,16769.40039,16656.40039,16694.30078,16694.30078,196461700
2019-09-30,16666.69922,16730.5,16658.59961,16658.59961,16658.59961,200791800
2019-10-01,16683.59961,16707.5,16429.59961,16447.69922,16447.69922,225195700
2019-10-02,16401.80078,16417.0,16223.59961,16311.0,16311.0,218200100
2019-10-03,16285.40039,16369.59961,16198.09961,16369.0,16369.0,237883100
2019-10-04,16386.90039,16453.19922,16362.0,16449.40039,16449.40039,183485000
2019-10-05,16386.90039,16453.19922,16362.0,16449.40039,16449.40039,183485000
2019-10-06,16386.90039,16453.19922,16362.0,16449.40039,16449.40039,183485000
2019-10-07,16420.69922,16474.69922,16394.5,16421.80078,16421.80078,155833300
2019-10-08,16366.5,16372.7002,16274.7002,16294.0,16294.0,198432200
2019-10-09,16347.29981,16409.09961,16308.7002,16379.90039,16379.90039,168389300
2019-10-10,16375.40039,16444.40039,16358.09961,16422.69922,16422.69922,186014600
2019-10-11,16487.19922,16516.69922,16413.40039,16415.19922,16415.19922,200746600
2019-10-12,16487.19922,16516.69922,16413.40039,16415.19922,16415.19922,200746600
2019-10-13,16487.19922,16516.69922,16413.40039,16415.19922,16415.19922,200746600
2019-10-14,16487.19922,16516.69922,16413.40039,16415.19922,16415.19922,200746600
2019-10-15,16433.69922,16510.69922,16417.80078,16418.40039,16418.40039,212333000
2019-10-16,16435.09961,16445.59961,16408.69922,16427.19922,16427.19922,165968300
2019-10-17,16450.5,16468.80078,16400.5,16426.30078,16426.30078,168397700
2019-10-18,16452.69922,16462.09961,16376.59961,16377.09961,16377.09961,166417400
2019-10-19,16452.69922,16462.09961,16376.59961,16377.09961,16377.09961,166417400
2019-10-20,16452.69922,16462.09961,16376.59961,16377.09961,16377.09961,166417400
2019-10-21,16421.0,16443.30078,16412.09961,16418.5,16418.5,155105700
2019-10-22,16470.30078,16484.80078,16391.5,16391.5,16391.5,171979500
2019-10-23,16386.09961,16395.90039,16309.2002,16335.90039,16335.90039,181906700
2019-10-24,16380.79981,16412.09961,16332.5,16369.29981,16369.29981,167159100
2019-10-25,16369.79981,16425.0,16356.5,16404.5,16404.5,173518300
2019-10-26,16369.79981,16425.0,16356.5,16404.5,16404.5,173518300
2019-10-27,16369.79981,16425.0,16356.5,16404.5,16404.5,173518300
2019-10-28,16434.40039,16453.19922,16387.5,16387.5,16387.5,162175300
2019-10-29,16330.90039,16454.09961,16315.59961,16418.09961,16418.09961,178116500
2019-10-30,16412.5,16501.5,16373.5,16501.40039,16501.40039,160008300
2019-10-31,16473.30078,16483.19922,16409.5,16483.19922,16483.19922,222279500
2019-11-01,16537.69922,16608.0,16534.90039,16594.09961,16594.09961,201175400
2019-11-02,16537.69922,16608.0,16534.90039,16594.09961,16594.09961,201175400
2019-11-03,16537.69922,16608.0,16534.90039,16594.09961,16594.09961,201175400
2019-11-04,16646.09961,16681.59961,16642.5,16669.80078,16669.80078,244774900
2019-11-05,16663.90039,16696.80078,16660.30078,16681.90039,16681.90039,229381500
2019-11-06,16693.0,16766.59961,16666.90039,16745.59961,16745.59961,217181200
2019-11-07,16797.30078,16834.40039,16788.59961,16805.80078,16805.80078,242580400
2019-11-08,16795.69922,16879.69922,16795.69922,16877.40039,16877.40039,207483800
2019-11-09,16795.69922,16879.69922,16795.69922,16877.40039,16877.40039,207483800
2019-11-10,16795.69922,16879.69922,16795.69922,16877.40039,16877.40039,207483800
2019-11-11,16834.80078,16895.09961,16819.90039,16882.80078,16882.80078,153122700
2019-11-12,16898.09961,16927.5,16884.80078,16909.40039,16909.40039,230960400
2019-11-13,16891.59961,16987.30078,16880.69922,16958.0,16958.0,184507900
2019-11-14,16959.90039,16984.09961,16939.09961,16972.19922,16972.19922,166391500
2019-11-15,16982.69922,17036.0,16978.0,17028.5,17028.5,189379400
2019-11-16,16982.69922,17036.0,16978.0,17028.5,17028.5,189379400
2019-11-17,16982.69922,17036.0,16978.0,17028.5,17028.5,189379400
2019-11-18,17003.80078,17025.09961,16994.5,17025.09961,17025.09961,206179100
2019-11-19,17033.90039,17033.90039,16963.90039,17011.40039,17011.40039,224995000
2019-11-20,16992.09961,17040.59961,16962.59961,17005.80078,17005.80078,237379700
2019-11-21,17019.5,17019.5,16950.80078,16999.19922,16999.19922,236455800
2019-11-22,17012.5,17012.5,16935.69922,16954.80078,16954.80078,199534600
2019-11-23,17012.5,17012.5,16935.69922,16954.80078,16954.80078,199534600
2019-11-24,17012.5,17012.5,16935.69922,16954.80078,16954.80078,199534600
2019-11-25,16980.59961,17048.5,16972.69922,17032.90039,17032.90039,218539900
2019-11-26,17016.90039,17048.19922,16975.69922,17035.90039,17035.90039,327576100
2019-11-27,17046.59961,17104.30078,17023.30078,17100.59961,17100.59961,176184000
2019-11-28,17086.80078,17120.90039,17077.80078,17114.5,17114.5,63774100
2019-11-29,17099.19922,17117.19922,17040.19922,17040.19922,17040.19922,155880500
2019-11-30,17099.19922,17117.19922,17040.19922,17040.19922,17040.19922,155880500
2019-12-01,17099.19922,17117.19922,17040.19922,17040.19922,17040.19922,155880500
2019-12-02,17060.90039,17060.90039,16930.40039,16981.5,16981.5,198659100
2019-12-03,16900.30078,16908.5,16853.19922,16892.19922,16892.19922,220648800
2019-12-04,16909.30078,16957.90039,16893.40039,16897.30078,16897.30078,206239700
2019-12-05,16886.80078,16886.80078,16817.0,16854.90039,16854.90039,227230800
2019-12-06,16937.40039,17023.30078,16930.0,16997.0,16997.0,183338400
2019-12-07,16937.40039,17023.30078,16930.0,16997.0,16997.0,183338400
2019-12-08,16937.40039,17023.30078,16930.0,16997.0,16997.0,183338400
2019-12-09,16986.69922,17003.40039,16934.69922,16950.90039,16950.90039,194556800
2019-12-10,16947.09961,16967.5,16906.59961,16950.69922,16950.69922,187213300
2019-12-11,16968.19922,17006.0,16915.19922,16939.59961,16939.59961,191719000
2019-12-12,16951.59961,17031.90039,16946.19922,16946.90039,16946.90039,242569600
2019-12-13,16956.09961,17036.80078,16930.0,17003.09961,17003.09961,296508900
2019-12-14,16956.09961,17036.80078,16930.0,17003.09961,17003.09961,296508900
